dummy_celebrities,dummy_entertainment,dummy_entertainmentleisurebusiness,dummy_francepolitics,dummy_jeanlucmlenchon,dummy_ligue1,dummy_nikosaliagas,dummy_politicalfigures,dummy_politics,dummy_soccer,dummy_sports,dummy_sportsfitnessbusiness,dummy_staderennaisfc,dummy_tvhosts,dummy_tvstars,hashtags_count,impression_count,mentions_count,tweet_external_urls_count,tweet_length,tweet_medias_count,tweet_period,tweet_sentiment,tweet_text,followers_count
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11899,0,1,105,0,23,0.4019,"Boston 3/3
DC 3/19
Philly 3/24
NYC 3/31-4/1 (special taping)

All links in my bio https://t.co/gC8sUmXmIL",129257
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,139,0,23,0.0,RT @DorianAwards: Breaking: Donald Trump Jr. Impersonator Is ‘Suing’ Cocaine Bear https://t.co/3Az93WNahC h/t @mattwilstein @thedailybeast…,129257
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,72,1,23,0.0,RT @JLCauvin: One week away Boston! Get tix asap https://t.co/780lluCEH9,129257
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,56,0,21,0.9558,RT @blackgirlbook: Sheer genius!  “Booger sugar…” 😂🤣😂🤣😂🤣,129257
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,52,0,20,0.0,RT @SkinnyMcGheee: What is @nbcsnl waiting for here?,129257
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,140,0,20,0.0,RT @ArunSOpines: @mattwilstein @JLCauvin @DonaldJTrumpJr Listen to this weeks @TrumpPod - a part of me became concerned- he went all Daniel…,129257
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,140,0,19,-0.3612,"RT @mattwilstein: “This movie, as ridiculous as it is, is actually very personal to me, because ‘Cocaine Bear’ was actually Kimberly’s orig…",129257
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,55638,0,1,92,0,15,-0.2732,"Donald Trump Jr just announced he is suing the film #CocaineBear    
https://t.co/BYkQODmUPy",129257
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,104742,0,0,106,1,15,-0.2323,"Donald Trump Junior is SUING Cocaine Bear!

YuTb is below to share &amp; subscribe https://t.co/ONFe5TmCvo",129257
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10239,0,0,58,1,12,0.0,One week away Boston! Get tix asap https://t.co/780lluCEH9,129257
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,54,0,11,0.0,RT @TrumpPod: Cocaine Bear is Mike Pence's Grindr name,129257
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,99,0,11,0.0,RT @TonyEsquire: @JLCauvin should be in somebody’s writers room asap!! @LastWeekTonight @sethmeyers,129257
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5182,0,1,210,0,9,-0.7351,I saw Chappelle do this bit on Broadway in 2019 and it is was when I knew 1) he did horribly on SAT analogies and 2) that he was going to lean into trauma competition and bigotry #TikTok https://t.co/X5lc7RQ26v,129257
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55,0,9,0.0,RT @KenMarino: Listen to the man. It’s here! Watch now!,129257
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,70,0,9,0.8398,RT @hacks21: Only a couple of years from Jeffrey Epstein territory!😂😂😂,129257
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,96,1,7,-0.0516,RT @JLCauvin: Trump actually wished Putin a Happy 1 Year War Anniversary https://t.co/4BmHUkb7ZI,129257
0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,92,0,23,0.5023,RT @Tjonesonthenba: The Jazz are the wildest 29-31 team in NBA history. 60 games of this lol,129257
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10181,0,1,107,0,23,0.0,Danny Ainge can't wait to turn Markkanen and Kessler into 13 first rounders in 2047 https://t.co/VDrf3GUeNn,129257
0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,9856,0,1,156,0,23,-0.5267,"Dean Smith was the only one who could stop Michael Jordan...

Jordan Clarkson is the only one who can stop Lauri Markkanen
#takenote https://t.co/pPhqyDTIzS",129257
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8824,0,1,50,0,23,0.4033,Generational 4th quarter 🙂 https://t.co/wiRemCggeR,129257
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,20,0,22,0.0,RT @TheRevOJFlow: 🇺🇦,129257
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,5774,0,0,91,1,21,0.34,Me watching the post trade deadline Utah Jazz roster play #takenote https://t.co/7rZbONRnwo,129257
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,1,1,160,0,19,-0.2732,"@kaybaura Sadly I've been suppressed since early 2021 and it only got worse after Musk.

If you like my videos be sure to sub on YouTube
https://t.co/FOdDRO075h",129257
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,119,0,19,0.7612,"RT @MarkCMahoney99: ""You're dominating Zelenskyy, if you don't count casualties, death, morale and world support. ....😂",129257
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,42279,0,0,82,1,19,-0.0516,Trump actually wished Putin a Happy 1 Year War Anniversary https://t.co/4BmHUkb7ZI,129257
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14226,0,1,115,0,15,0.8126,Stevie Janowski from Eastbound and Down is all 4 faces on my sitcom best friend Mt Rushmore https://t.co/3idzBlKovD,129257
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,140,0,10,0.4215,RT @TrumpPod: Live MPGA for February is this Sunday + Still President Trump's inspiring tribute to Jimmy Carter is up - all that and hundre…,129257
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14674,0,1,54,0,9,0.0,1 year anniversary of this gem https://t.co/csPWFGq1BO,129257
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,140,0,21,0.0,"RT @TrumpPod: On this week's episode, Still President Trump lets DON JR take over the show for a week!  Here is a clip of Don Jr describing…",129257
0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,139,0,9,0.296,"RT @justynbarnes: Oh my goodness, @JLCauvin, this episode is ""insanely hilarious""*.  All the air-quoting must have given your bad shoulder…",129257
0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,11429,0,1,232,0,9,0.0,"""Fans"" of mine who don't listen to this show are fu*king up.  And this week's episode is all Don Jr... can I do air quotes and coke for an entire 45 minute podcast? Check it on YouTube for the full experience https://t.co/6c0mYydR9W",129257
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,101,0,9,0.6908,"RT @JLCauvin: Donald Trump reacting to Georgia special grand jury indictments
https://t.co/SdqwJ9RLcq",129257
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,144,0,8,0.4019,"RT @JLCauvin: Boston - 3/3
DC - 3/19
Philly - 3/24
Princeton - 3/25
NYC special taping - 3/31 &amp; 4/1

All tix and more in my bio https://t.c…",129257
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,279,0,22,0.4918,"@Mbiz_ I am not sure - I assume they would have a place to buy on site, but I cant say for certain (first time at the event space for me). It will be a very cool event, but just for fair warning it will basically be a live podcast discussion (some humor), but not a stand up show",129257
0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,140,0,22,0.0,"RT @ESPN700: ICYMI today w/ @spencechecketts...

- NBA All-Star recap
- Jazz at midseason
- @AndyBLarsen
- @TomHaberstroh
- Dan Roberts PxP…",129257
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1175,2,0,23,0,22,0.875,@jonathanchait @Acyn 😄😄,129257
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,11720,0,1,69,0,16,0.0,Back on ESPN radio in Utah later today folks! https://t.co/R73T4OCPcc,129257
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10271,0,1,87,0,14,0.6908,"Donald Trump reacting to Georgia special grand jury indictments
https://t.co/SdqwJ9RLcq",129257
0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,9697,0,1,119,0,12,0.7113,"With #TheLastOfUsHBO    doing so well, good time to reshape this gem from a couple of years ago https://t.co/FhrWQCog8N",129257
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1996,1,1,105,0,12,-0.296,"@RonFilipkowski Trump announced a new official GOP syrup. Ben must have missed it
https://t.co/IL8jMXWKCd",129257
0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,133,1,12,0.9042,RT @blackgirlbook: I just can’t …….”I started to call him law enforcement the way he beat all the blacks”🤣😂🤣😂 https://t.co/kaDcr0o7xl,129257
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11196,0,0,141,1,10,0.4019,"Boston - 3/3
DC - 3/19
Philly - 3/24
Princeton - 3/25
NYC special taping - 3/31 &amp; 4/1

All tix and more in my bio https://t.co/k8toQQeAeF",129257
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,125,0,8,-0.6956,RT @SalmanRushdie: Roald Dahl was no angel but this is absurd censorship. Puffin Books and the Dahl estate should be ashamed.,129257
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,140,0,8,0.296,"RT @JLCauvin: Joel Osteen is trending. That means it is time for everyone to watch (and share) my Joel Osteen sketches:

The Origin of Joel…",129257
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10251,0,1,156,0,7,0.4404,"This week's Righteous PK episode is up and it's a good one (follow on podomatic to comment, otherwise subscribe on Apple or Spotify)
https://t.co/Ql2YwPhWEX",129257
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2,1,62,0,3,0.4033,"@AryaCampaigns @mikecleere 2 of them 🙂
https://t.co/Er5y2Arjuz",129257
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,96,0,22,0.8225,"RT @JLCauvin: Trump praises Mac McClung as the greatest white since Jaws
https://t.co/nqwQkpERIK",129257
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14657,0,2,213,0,20,0.296,"Joel Osteen is trending. That means it is time for everyone to watch (and share) my Joel Osteen sketches:

The Origin of Joel Osteen:
https://t.co/FaDURjZmin

The Exorcist with Joel Osteen:
https://t.co/uYPQgw4XFS",129257
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,128,1,20,0.0,RT @JLCauvin: Trump recaps the NBA All Star weekend &amp; Mac McClung. YT threaded below for subs/shares https://t.co/dqRvA65Wv5,129257
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12162,0,1,82,0,16,0.8225,"Trump praises Mac McClung as the greatest white since Jaws
https://t.co/nqwQkpERIK",129257
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5261,1,1,88,0,16,0.0,"@mikecleere Incredible Joel Osteen parody from several years ago
https://t.co/evQHHLwQmc",129257
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28005,0,0,114,1,16,0.0,Trump recaps the NBA All Star weekend &amp; Mac McClung. YT threaded below for subs/shares https://t.co/dqRvA65Wv5,129257
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,195,1,0,123,0,16,0.5574,@mtgreenee I liked you better in the Geico caveman ads. Cheating on your husband with cross fit bros has really changed you,129257
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7342,0,0,115,0,15,0.0717,"Mac McClung got so much love during NBA All Star weekend, the Kardashians are suing him for trademark infringement.",129257
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,140,0,9,0.0,"RT @JLCauvin: Now that the dunks are over, here's my classic video on how to over-celebrate dunks during NBA All Star weekend
https://t.co/…",129257
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20913,0,1,135,0,14,0.0,"Now that the dunks are over, here's my classic video on how to over-celebrate dunks during NBA All Star weekend
https://t.co/iO5bE4O3Ey",129257
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7982,0,0,96,0,16,0.1025,Clearly Twitter is showing this to only my most humorless followers for this view-to-like ratio!,129257
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22162,0,1,57,0,14,0.0,Corey Feldman asked for The Drake https://t.co/ognbLBG29y,129257
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,2,0,119,0,13,0.3327,"@SimuLiu .@Timodc another L for Huntsman (obviously not his doing, but jeesh he should get a discount on naming rights)",129257
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,103,1,10,0.0,RT @JLCauvin: Boston @CityWineryBOS in 2 weeks! Get your tix asap (link in bio) https://t.co/8rvnzhwHe3,129257
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11594,0,0,173,0,9,0.5574,"Twitter just informed me I need to join Twitter blue to retain 2 factor authentication.

Elon Musk going with the ""mob boss guaranteeing protection"" method of cyber security",129257
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7852,0,0,106,0,20,0.7506,Starz app is $5 a month for 3 months... perfect time to rewatch Party Down with the new season a week away,129257
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10952,0,0,145,0,19,0.6249,The NBA Celebrity All Star Game - now to participate you need to be an all time great in a different sport or a person who is barely a celebrity.,129257
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6093,0,0,74,0,16,0.3612,Tiger Woods' next 3 comedy specials are going to be lectures about tampons,129257
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,39,0,11,-0.628,RT @TrumpPod: Radical left Boston? SAD!,129257
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,84,0,11,0.0,"RT @BillyRay5229: I’m not really digging what you’re doing with my movie, @elonmusk.",129257
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,67,1,11,0.0,RT @rodimusprime: #BlackHistoryMonth Day 17 https://t.co/S2n8CkhMdf,129257
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32396,1,0,89,1,9,0.0,Boston @CityWineryBOS in 2 weeks! Get your tix asap (link in bio) https://t.co/8rvnzhwHe3,129257
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,66,0,17,0.0,"RT @JLCauvin: Donald Trump vs Ron DeSantis
https://t.co/fuhoVnFoEC",129257
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,0,199,0,14,0.128,"@LawStudent2L I think I wrote ""early access"" on Patreon. Fortunately only 2% of my Twitter followers and 0.5% of my YouTube subscribers have seen it so I guess it's still unintentionally exclusive...",129257
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,28571,0,1,52,0,12,0.0,"Donald Trump vs Ron DeSantis
https://t.co/fuhoVnFoEC",129257
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6367,0,0,138,0,10,0.4215,"Ant Man 3 is showing that Marvel has entered its Muhammad Ali vs Larry Holmes phase.

Every franchise eventually Police Academys itself...",129257
0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,140,0,9,0.831,"RT @TrumpPod: On this week's Making Podcasts Great Again, Donald Trump reveals he has more respect for Hunter Biden than Don Jr!

Full ep o…",129257
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,73,1,22,0.0601,"RT @utahjazz: OKAY OCHAI 🔥

#TakeNote | @Youngoch https://t.co/NoIapBzKCN",129257
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12981,0,1,101,0,22,0.4738,Thank you! This has been the consensus. Check our Righteous Pk Podcast folks! https://t.co/NqISpaD2PT,129257
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9540,0,0,184,0,18,0.7624,"Two Turkish brothers survived 200 hours under rubble by eating protein powder and drinking their own urine.

Joe Rogan and David Goggins just found their new extreme fitness challenge!",129257
0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9408,0,0,61,0,13,0.0,Stephen A Smith is just George Jefferson with NBA League Pass,129257
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,123,3,13,0.6249,"RT @JLCauvin: To my New Jersey fans, this is a great event/show on Feb 22nd
https://t.co/QV6dFnP5z5 https://t.co/QceYtK8Icy",129257
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5514,0,0,77,0,12,-0.899,"""But what if Clubber Lang was mad because of institutional racism."" - Creed 3",129257
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10518,0,0,102,1,10,0.2382,"Teen Wolf did a good job with the anthem, but what if he just did it as Scott? https://t.co/VXP9KFfznr",129257
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,1,0,42,0,10,0.3802,@PeteDominick Oh cool - my catfish worked!,129257
0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,140,0,8,0.8402,RT @TrumpPod: Still President Donald Trump reviews Rihanna's Super Bowl halftime performance on this week's Making Podcasts Great Again (fr…,129257
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,78,0,7,0.2716,RT @TrumpPod: A very important message this morning about Disloyal Nikki Haley,129257
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,38,1,0,96,0,6,-0.016,@PacificaPan I've done about 700 videos. Not sure I need to be told to milk the Trump impression,129257
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10663,0,0,159,1,5,0.5707,"Do you remember when you joined Twitter? I do! #MyTwitterAnniversary 

Took 11 years to blow up and 11 months to get shadowbanned. Yay. https://t.co/Et6Bq2O4VA",129257
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,118,0,22,0.7688,"RT @JLCauvin: New episode of Righteous Pk Podcast is a very funny one. Enjoy (also on Spotify)
https://t.co/yrW9br5dGG",129257
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,130,1,20,-0.5574,"RT @JLCauvin: Trump destroys ""disloyal"" Nikki Haley for running in 2024

YT threaded below for shares/subs https://t.co/jcvAgPCa7H",129257
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,85,0,18,0.5859,"RT @JLCauvin: Trump goes after Nikki Haley this morning. Wow:
https://t.co/b0bxf5cmlH",129257
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8315,0,0,308,1,14,0.508,"Newsletter goes out tomorrow. The next couple of months I have a lot of live shows, a special &amp; album coming out.  Don't let Twitter's algorithm determine whether you see that stuff!

Go to my site (link in bio) &amp; sign up for the monthly newsletter asap (bottom of home page)! https://t.co/xGGpao4T1C",129257
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13350,0,0,76,1,12,-0.3818,Mike Pence has announced he will fight the subpeona: https://t.co/TvVShU1RB8,129257
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,32,0,11,0.8271,"RT @karenmoncur: 😂😂😂
Nikki Haley",129257
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,21895,0,1,71,0,9,0.5859,"Trump goes after Nikki Haley this morning. Wow:
https://t.co/b0bxf5cmlH",129257
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,37742,0,0,116,1,9,-0.5574,"Trump destroys ""disloyal"" Nikki Haley for running in 2024

YT threaded below for shares/subs https://t.co/jcvAgPCa7H",129257
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11670,0,1,104,0,7,0.7688,"New episode of Righteous Pk Podcast is a very funny one. Enjoy (also on Spotify)
https://t.co/yrW9br5dGG",129257
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,1,0,116,0,20,0.6114,"@LawStudent2L Thank you but please delete. What goes on in patreon stays in patreon!

I'm working on it with counsel",129257
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,14508,0,1,228,0,17,0.802,"I made a joke saying with (what I thought was) clear sarcasm that Rihanna was culturally appropriating large red outfits from Sam Smith.

Please save self-satisfied ellipses for the truly dangerous tweets https://t.co/zwcXXNwkYt",129257
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,97,1,8,0.0,RT @JLCauvin: Chris Wallace pre-Super Bowl interview with Patrick Mahomes https://t.co/Qo2vGVC5Rd,129257
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,140,0,7,0.3182,"RT @JLCauvin: Please follow me on YT, IG and/or subscribe to my monthly newsletter (bottom of my website home page)

This account has becom…",129257
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9766,0,0,111,0,22,0.6249,Patrick Mahomes performance tonight belongs in the Paul Pierce wheelchair pantheon of great finals performances,129257
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10502,0,0,61,0,21,0.34,Miles Teller and Jon Bernthal should play brothers in a movie,129257
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,105,1,0,79,0,20,0.6808,@Pierre27Milien I'm actually enjoying the halftime show. Was just making a joke,129257
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,52,1,0,58,0,20,0.0,@n7mps1 Wallace not new. Mahomes my first effort was today,129257
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,14617,0,0,124,1,20,0.0,Ummmmmm wearing big red outfits and barely dancing is Sam Smith's thing. Appropriation much Rihanna? https://t.co/LSL92tT42P,129257
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16482,0,0,83,1,17,0.0,Chris Wallace pre-Super Bowl interview with Patrick Mahomes https://t.co/Qo2vGVC5Rd,129257
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,140,0,14,0.8655,"RT @San_Pitch: Hey you!  You need to think about something original for your loved one, friend, or family member for Valentines, or wheneve…",129257
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,157,0,14,0.3365,"@TheLouPerez Fan: but I saw this message so I don't need do all that!

*13 months later after missing 700 tweets, videos and shows*

Fan: hey where ya been?!",129257
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11098,0,1,71,0,13,-0.1027,The Wild Side by Marky Mark and the Funky Bunch https://t.co/BGD2JDRvCh,129257
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12076,0,1,156,0,13,0.2732,I was there last year. If you were unaware then that is a good reminder to sign up for my monthly newsletter on my website home page https://t.co/lfdPQ0CXbx,129257
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27728,0,0,287,0,12,0.128,"Please follow me on YT, IG and/or subscribe to my monthly newsletter (bottom of my website home page)

This account has become increasingly impotent thanks to pre Elon algorithms &amp; post Elon stupidity.  I just want people to see my vids, come to shows &amp; watch my specials (soon).",129257
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12685,0,0,93,1,11,0.0,"Fairfield Theater (Connecticut) in 3 weeks folks.
Link in bio for tix https://t.co/ecL42ligmt",129257
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,67,1,15,0.0,RT @rodimusprime: #BlackHistoryMonth Day 11 https://t.co/79vIkh4k6s,129257
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17343,0,1,42,0,13,0.6369,Best diet ad ever? https://t.co/7mfkAr1ZIO,129257
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,77,1,21,0.0,RT @JLCauvin: Boston in 3 weeks - link in bio for tix https://t.co/KkUFLhRMCB,129257
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,105,0,14,0.6808,RT @TrumpPod: What moves should STILL President Trump review this weekend for MPGA's Patreon (Top 2 win)?,129257
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7470,0,0,75,0,11,0.0,"Me: I saw Women Talking

Mom: Is that the one with Jane Fonda and football?",129257
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,100,0,11,0.3182,"RT @dismanteloped: Go see him, people of Boston. Bring something to wipe your tears of laughter too.",129257
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18389,0,0,63,1,10,0.0,Boston in 3 weeks - link in bio for tix https://t.co/KkUFLhRMCB,129257
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,140,0,7,0.7184,"RT @JLCauvin: This Valentine’s Day give the greatest gift of all... me

Cameo dot com/JLCauvin (don't use the app - it charges more) https:…",129257
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,1,0,42,0,19,0.6705,@Laviator_ Check my tweet before this one😄,129257
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22067,0,0,59,1,19,0.0,Mike Pence arrives for his subpoena https://t.co/s6OOedAank,129257
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,1,0,74,0,15,-0.6369,"@joshgondelman We are winning at ""collecting assets"" so there's that...😭😭😭",129257
0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9268,0,1,61,0,15,0.0,We will plant 5 trees for Jae Crowder https://t.co/fBYQtdTRCm,129257
0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,140,0,14,0.0516,"RT @TrumpPod: Donald Trump declared war on Koch fundraising this week on Making Podcasts Great Again. 

Listen to the full show on Apple, S…",129257
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,29,1,0,111,0,14,0.0772,@San_Pitch No one does. That's like asking how many draft pics would you take for Lebron in 2003 or MJ in 1984.,129257
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17177,0,0,142,1,12,0.7184,"This Valentine’s Day give the greatest gift of all... me

Cameo dot com/JLCauvin (don't use the app - it charges more) https://t.co/HtqhAIoSqa",129257
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6422,0,0,132,0,10,0.0,Danny Ainge just traded two of his kids and Jerry Sloan's tombstone for a 2049 1st round pick of an expansion team to be named later,129257
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,258,0,10,0.524,@San_Pitch I liked Vanderbilt and Beasley. I don't like the trade. It presumes a lot a lot about a pick 4 years from now.  I'd also be more excited with all that cap space in a major market.  Isnt Carlos Boozer still the last all star FA acquisition in Utah?,129257
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,140,0,8,0.0,"RT @NickVanExit: Hold on, the Jazz traded...

Mike Conley
Malik Beasley
Jarred Vanderbilt
2025 2nd 
2026 2nd 

...all for Westbrook to Buyo…",129257
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,180,0,8,0.4607,@Perrid13 Lighten up Francis. Good lord. I wouldn't have used a pic of David but I didn't make the photo. The really alarming thing is your shrill response to a comedy podcast clip,129257
0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,9971,0,1,174,0,8,0.6249,"Donald Trump vs Charles Koch is one of many reasons this week to listen and subscribe to Making Podcasts Great Again (on Apple, Spotify &amp; YouTube) https://t.co/UekeWswisu",129257
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,52,1,0,272,0,0,0.8179,"@LauriBirddd You are more certain that a 2027 draft pick will be valuable (top 4 protected) than you are of the value of Beasley &amp; Vanderbilt? Jazz have 14 1st round picks through 2029. But getting a 15th is worth 3 players?

Beasley a projected starter for the Lakers",129257
